Q=[
[ 236.000000,	54.000000,	5.000000,	33.000000,	42.000000,	]
[ 1245.282959,	1640.974121,	409.015900,	611.350769,	1552.874878,	1543.680542,	941.430298,	977.286743,	672.277100,	969.838440,	784.128174,	237.657501,	1582.655151,	906.013306,	1011.869385,	461.980713,	1048.011719,	1576.596924,	660.262451,	391.685638,	410.053497,	1619.435059,	235.555252,	790.605225,	676.196106,	253.361755,	1640.974121,	238.907593,	915.041626,	861.799316,	781.351013,	443.837524,	344.079926,	1608.125977,	237.335175,	216.554977,	972.498291,	783.101074,	704.161316,	765.583252,	778.299377,	308.505524,	134.309479,	299.583893,	905.380920,	904.807556,	690.292480,	4.371808,	592.499207,	237.335175,	241.057678,	991.723328,	308.505524,	1051.361450,	3.652895,	908.492554,	970.291748,	1564.376953,	668.195557,	462.439667,	389.998932,	706.139832,	195.933884,	228.091324,	184.587860,	1547.184326,	523.100586,	897.373962,	1049.336304,	722.949951,	207.835251,	987.118958,	0.000000,	802.366882,	509.398163,	253.361755,	792.031616,	1481.287842,	945.092346,	230.140793,	910.130066,	1055.566406,	704.161316,	796.884644,	690.734131,	921.203125,	674.512512,	1544.498779,	1550.944702,	232.525604,	1551.721069,	971.168213,	690.222595,	240.575165,	240.575165,	1640.974121,	232.759186,	202.365387,	219.625824,	235.553772,	809.289673,	1535.215576,	203.148071,	1638.541992,	771.281372,	1564.347412,	579.233215,	1544.954712,	373.781555,	1011.460632,	2778.198730,	787.829163,	787.267334,	205.655243,	789.078125,	786.211060,	602.832458,	788.763977,	897.298584,	146.566681,	605.705139,	1641.440674,	858.615479,	717.327576,	485.999451,	1636.275391,	211.820114,	895.394836,	970.232361,	708.783447,	389.998932,	901.552124,	787.245361,	1297.316406,	1049.140015,	1575.146118,	761.385254,	1049.167969,	402.538269,	306.686676,	198.501541,	147.652939,	916.125000,	881.300232,	779.708618,	804.233887,	239.480133,	251.011368,	238.413681,	640.781006,	]
[ 1969.354248,	2439.166992,	402.020691,	193.487793,	2325.620605,	2321.323730,	302.936340,	299.878571,	571.812195,	241.015045,	438.027130,	925.303162,	2373.072266,	151.713943,	281.088959,	598.380493,	355.189178,	2377.352295,	569.865417,	494.662140,	418.499054,	2419.679932,	926.102600,	16.575335,	573.300598,	946.499512,	2439.166992,	938.751038,	168.894852,	1347.537109,	271.850006,	530.688477,	627.739624,	2389.976318,	929.923340,	752.048706,	287.525665,	270.163544,	1502.037109,	104.216393,	37.186337,	510.846130,	935.238037,	503.857056,	160.921555,	202.769791,	1236.884766,	798.265137,	262.417603,	929.923340,	933.418396,	321.214874,	510.846130,	1853.054932,	800.751404,	110.182823,	246.726318,	2351.700439,	1205.525879,	343.768280,	439.526917,	1504.287109,	611.199219,	931.257568,	628.149292,	2319.038818,	1168.287964,	139.123657,	354.987762,	420.906982,	617.932434,	375.713440,	802.366882,	0.000000,	303.630829,	946.499512,	36.916801,	2282.865967,	192.880203,	1027.796631,	1385.420044,	382.437714,	1502.037109,	142.670166,	1060.913086,	185.134399,	1207.973877,	2317.644043,	2326.527344,	738.731506,	2326.196045,	336.583801,	620.766846,	931.421204,	931.421204,	2439.166992,	919.625549,	600.590637,	736.796082,	934.011169,	1263.371826,	2308.348145,	606.316345,	2436.132812,	69.051926,	2351.586914,	244.782608,	2321.062744,	1123.840210,	304.723938,	3419.936523,	42.412621,	36.333355,	601.053406,	40.569637,	35.148785,	1171.198242,	36.389229,	157.413040,	661.270691,	200.320663,	2440.802979,	1329.745850,	1508.822144,	625.994202,	2427.680664,	640.058960,	140.926041,	680.865784,	718.809265,	439.526917,	147.124924,	32.268009,	2067.694336,	356.377960,	2362.387939,	47.939785,	355.609619,	426.821686,	1108.959717,	610.655518,	711.630615,	167.406448,	85.802925,	1026.353149,	271.607239,	943.413696,	969.800781,	930.002930,	162.015182,	]
[ 1719.837280,	2150.371094,	100.803444,	111.486702,	2022.027954,	2046.982788,	450.979401,	480.006958,	536.579529,	463.263428,	505.778015,	621.841980,	2070.216553,	396.633606,	506.102386,	449.835022,	550.656860,	2085.532959,	528.677490,	297.915436,	115.720024,	2128.553223,	622.600037,	294.799438,	539.795471,	643.076965,	2150.371094,	635.187195,	405.937592,	1174.404785,	400.214996,	373.503387,	422.920105,	2113.217041,	626.411865,	449.413788,	473.337036,	400.572571,	1213.438599,	256.185059,	287.295288,	252.607147,	643.650818,	211.035156,	396.235138,	399.264221,	1037.815796,	505.519897,	100.965454,	626.411865,	629.929565,	496.865753,	252.607147,	1559.873291,	508.209747,	403.756348,	464.406738,	2048.499023,	1007.988708,	111.762535,	136.374527,	1215.454590,	314.184326,	627.644409,	329.022888,	2015.464722,	933.820190,	387.988220,	551.682556,	455.494629,	348.102905,	508.442169,	509.398163,	303.630829,	0.000000,	643.076965,	302.379974,	1989.714478,	436.034515,	738.680725,	1217.543457,	563.434937,	1213.438599,	346.167175,	910.523376,	412.762817,	1011.859253,	2014.042969,	2053.376465,	494.887878,	2053.670898,	484.235352,	582.743164,	627.945007,	627.945007,	2150.371094,	616.140747,	307.620087,	489.122223,	630.444458,	1097.336792,	2036.543091,	308.088684,	2147.933105,	263.483551,	2048.377930,	70.948654,	2047.604248,	854.411194,	509.726562,	3138.904297,	299.658295,	297.165375,	304.220245,	300.400818,	295.643951,	961.596130,	298.789886,	388.233002,	364.382568,	103.895683,	2150.749268,	1160.960083,	1224.812500,	486.757935,	2124.947021,	336.540131,	385.996796,	762.492676,	664.538147,	136.374527,	392.160889,	295.881744,	1764.107178,	551.845032,	2059.175293,	258.547089,	551.689636,	123.953842,	813.796936,	312.613586,	408.817657,	406.934418,	376.200653,	917.857178,	417.242554,	639.824768,	704.196777,	626.506653,	145.252502,	]
[ 1289.810303,	1568.807129,	547.496887,	754.266907,	1379.308838,	1517.894531,	1014.636475,	1057.530151,	916.970520,	1068.276978,	1011.173706,	21.395876,	1433.737427,	1020.791016,	1106.605591,	710.082397,	1125.210815,	1493.928833,	904.998657,	618.442688,	528.028870,	1538.902588,	21.328278,	937.876038,	920.943970,	0.000000,	1568.807129,	14.637496,	1025.933594,	1053.107056,	982.902344,	683.128052,	593.049255,	1574.111206,	17.998684,	196.300583,	1055.830078,	984.297241,	666.588074,	886.094727,	929.905762,	515.199829,	246.022675,	463.735321,	1016.935547,	1003.148438,	875.668213,	256.618378,	699.783936,	17.998684,	14.022365,	1067.840088,	515.199829,	973.140503,	257.013763,	1042.952759,	1066.835449,	1410.100586,	859.119080,	635.331970,	506.972748,	667.208557,	361.772858,	25.324015,	339.793152,	1372.657837,	685.439880,	1014.560974,	1126.942505,	949.570496,	435.614380,	1044.959351,	253.361755,	946.499512,	643.076965,	0.000000,	944.843140,	1394.423096,	1054.684937,	296.485016,	1101.332031,	1125.039673,	666.588074,	973.085388,	921.733032,	1027.944702,	866.133728,	1371.377441,	1528.123535,	485.637634,	1530.516357,	1038.625610,	938.295044,	15.610035,	15.610035,	1568.807129,	27.294670,	382.817841,	472.857574,	17.846766,	1013.427917,	1516.349487,	362.079987,	1568.530884,	900.988220,	1409.932983,	703.883057,	1521.487183,	483.674744,	1097.492432,	2544.234619,	941.801819,	939.678284,	371.009888,	942.658569,	938.229004,	789.610474,	941.289734,	1008.456299,	320.707489,	746.896057,	1564.675293,	1054.506226,	700.199341,	736.327271,	1489.007080,	308.905273,	1011.551941,	1213.538696,	961.224854,	506.972748,	1016.921509,	938.594971,	1121.380249,	1126.200195,	1420.695068,	900.641052,	1126.509155,	519.699890,	286.548431,	358.894043,	245.179092,	1027.760132,	1015.391052,	1022.675903,	1004.854004,	16.124292,	429.513245,	17.447939,	787.504211,	]
[ 1946.952026,	2425.305420,	397.899292,	190.893585,	2322.938232,	2303.447266,	339.850739,	336.294678,	536.554138,	275.858276,	401.112488,	923.547607,	2367.367432,	186.494812,	315.061829,	569.538391,	390.499573,	2364.628174,	534.851257,	471.889801,	418.082184,	2406.671143,	924.214417,	23.623478,	537.969543,	944.843140,	2425.305420,	936.610046,	203.966553,	1317.326538,	235.009109,	503.475006,	603.781311,	2372.646240,	928.001587,	751.766785,	323.841675,	233.341827,	1488.757935,	134.062729,	15.300065,	495.414948,	923.979187,	495.443085,	196.351120,	239.463211,	1209.231567,	787.866150,	273.330933,	928.001587,	931.572144,	357.633606,	495.414948,	1841.154663,	790.271118,	134.408676,	281.828644,	2346.628906,	1177.795044,	330.460663,	438.733459,	1491.083252,	603.338684,	928.811035,	621.159058,	2316.476562,	1144.902588,	173.886658,	390.228943,	384.435547,	603.040588,	412.625336,	792.031616,	36.916801,	302.379974,	944.843140,	0.000000,	2270.719971,	226.677048,	1015.468689,	1354.728760,	418.275391,	1488.757935,	106.548485,	1029.622192,	220.605850,	1180.097778,	2314.897949,	2308.370117,	718.558167,	2307.895996,	373.460938,	585.356079,	929.616455,	929.616455,	2425.305420,	917.800049,	591.327759,	717.197266,	931.859619,	1232.758911,	2289.895996,	599.011963,	2422.068115,	98.199028,	2346.531982,	249.400604,	2302.979736,	1106.317261,	339.941284,	3430.298096,	6.133913,	5.279154,	593.181641,	4.166009,	7.102830,	1144.802246,	3.641609,	193.269257,	653.078247,	198.585251,	2427.386475,	1299.221069,	1494.123169,	596.141602,	2421.777100,	636.893738,	176.038574,	644.439941,	683.587158,	438.733459,	182.039780,	8.304949,	2065.083008,	391.678528,	2357.338623,	66.698555,	390.881317,	426.329681,	1098.690796,	603.241760,	707.033142,	202.281479,	113.768349,	992.608337,	235.137115,	941.135986,	951.993591,	928.133972,	157.360168,	]
[ 711.026672,	190.480606,	1888.952759,	2092.615967,	571.302368,	370.489777,	2402.851562,	2443.367920,	1992.380615,	2444.853516,	2166.561279,	1412.322388,	405.301941,	2385.599365,	2485.623047,	1806.541748,	2512.701172,	101.010376,	1982.458618,	1825.682007,	1884.763428,	147.031586,	1410.214966,	2270.630371,	1995.164307,	1394.423096,	190.480606,	1396.184692,	2393.769287,	1402.385010,	2220.760010,	1836.175781,	1716.029907,	352.531342,	1406.427979,	1581.580811,	2440.321289,	2222.943848,	783.593872,	2245.569092,	2257.447021,	1776.791870,	1347.768188,	1780.850830,	2384.223633,	2379.333496,	1335.632324,	1485.303955,	2067.130127,	1406.427979,	1404.081177,	2455.375488,	1776.791870,	429.926727,	1482.733398,	2389.671631,	2444.543701,	436.611237,	1357.490112,	1940.282959,	1863.785889,	781.035156,	1675.555908,	1399.856079,	1661.036011,	577.116821,	1248.381104,	2377.393311,	2514.287354,	2113.680176,	1669.072388,	2437.497314,	1481.287842,	2282.865967,	1989.714478,	1394.423096,	2270.719971,	0.000000,	2423.641113,	1255.270264,	1416.391357,	2515.150391,	783.593872,	2263.631592,	1586.529541,	2398.805420,	1361.680420,	566.094482,	390.081604,	1578.340210,	399.597534,	2428.826172,	1980.142578,	1406.313599,	1406.313599,	190.480606,	1416.692017,	1683.640869,	1575.561035,	1400.354858,	1459.588623,	407.062683,	1681.666748,	195.886810,	2252.412354,	437.551117,	2058.641602,	384.185242,	1187.705566,	2481.020264,	1949.028564,	2266.220703,	2266.115479,	1685.553223,	2267.573730,	2265.176270,	1331.986450,	2267.565430,	2375.996826,	1625.336060,	2086.992920,	177.094650,	1427.378906,	786.565735,	1804.979248,	413.679932,	1664.905884,	2375.211426,	2249.006348,	1932.585083,	1863.785889,	2381.239746,	2266.376465,	583.407532,	2513.749023,	440.650024,	2242.544678,	2513.952881,	1876.759766,	1175.930786,	1677.125244,	1589.417114,	2395.044434,	2362.531982,	1732.093140,	2243.705322,	1390.551392,	1338.155640,	1406.909668,	2121.742188,	]
[ 2143.681885,	2585.830078,	536.084473,	343.219757,	2428.274902,	2481.781738,	152.233551,	125.824059,	762.849243,	51.879200,	617.960632,	1034.243530,	2488.413086,	42.894875,	88.385681,	788.230591,	166.390625,	2520.039307,	761.352966,	675.031738,	539.001038,	2563.317139,	1035.568726,	209.443619,	764.183289,	1054.684937,	2585.830078,	1049.034424,	30.119678,	1538.416992,	450.091827,	718.517944,	809.371643,	2548.564453,	1039.461914,	858.567749,	112.507584,	448.037170,	1649.251099,	180.747314,	230.047287,	674.012695,	1079.398315,	647.010498,	39.882816,	65.952538,	1423.964233,	941.263733,	357.553192,	1039.461914,	1042.592407,	145.606735,	674.012695,	1994.090698,	943.984985,	112.012871,	59.283447,	2464.466064,	1392.774292,	506.677429,	560.074890,	1651.231812,	749.379883,	1042.895020,	762.951172,	2421.191650,	1346.509644,	54.818237,	165.816833,	607.744202,	777.613281,	216.425766,	945.092346,	192.880203,	436.034515,	1054.684937,	226.677048,	2423.641113,	0.000000,	1174.653198,	1576.838379,	196.953827,	1649.251099,	319.396057,	1252.986450,	28.234684,	1395.472290,	2420.601807,	2487.872314,	911.046997,	2487.995605,	176.058823,	811.445740,	1040.459351,	1040.459351,	2585.830078,	1028.946045,	743.635010,	907.681702,	1044.414307,	1454.741089,	2470.654053,	742.761536,	2583.522217,	184.034790,	2464.283936,	365.861572,	2482.179443,	1286.453369,	116.107597,	3456.484863,	232.770966,	227.773605,	739.537781,	230.798294,	227.029404,	1356.001587,	227.377350,	47.803764,	799.357361,	346.876678,	2585.870361,	1520.997559,	1660.819336,	816.971497,	2543.692139,	760.869507,	54.448448,	846.146362,	909.870178,	560.074890,	47.772980,	224.278290,	2170.976074,	167.512039,	2475.029785,	208.935059,	166.594513,	547.063782,	1248.036499,	747.353210,	835.860352,	29.462423,	118.171349,	1219.098755,	444.608032,	1054.175415,	1134.124634,	1039.325806,	321.392395,	]
[ 1030.494629,	1412.339722,	638.639465,	838.622925,	1363.102051,	1314.255737,	1170.914795,	1207.203735,	817.851135,	1199.890015,	959.694946,	297.201813,	1377.563843,	1135.264160,	1241.975586,	607.740295,	1277.877441,	1349.556885,	806.193970,	583.870239,	640.143311,	1391.956177,	293.826691,	1015.428284,	821.461182,	296.485016,	1412.339722,	285.415680,	1144.573730,	766.176697,	982.325073,	613.889648,	496.929871,	1378.243408,	292.306000,	394.672638,	1202.517822,	984.299927,	474.988953,	994.763672,	1002.176758,	522.669800,	96.646255,	528.013733,	1134.886719,	1134.903809,	588.356445,	233.805847,	822.639893,	292.306000,	293.561646,	1221.467163,	522.669800,	825.706421,	231.003754,	1135.155640,	1200.385620,	1362.320435,	574.912842,	685.018250,	619.997192,	477.093994,	426.003845,	279.222015,	414.494537,	1358.155762,	393.080597,	1126.431274,	1279.220947,	900.767639,	415.400757,	1215.332031,	230.140793,	1027.796631,	738.680725,	296.485016,	1015.468689,	1255.270264,	1174.653198,	0.000000,	813.860779,	1285.002075,	474.988953,	1012.128784,	673.923218,	1150.980225,	582.168030,	1354.495850,	1321.776001,	356.457947,	1322.704346,	1200.283203,	823.974915,	294.914459,	294.914459,	1412.339722,	296.630524,	431.071686,	349.030823,	285.942505,	734.563171,	1306.414307,	433.288849,	1409.675049,	999.411560,	1362.368286,	808.834717,	1315.722046,	187.315659,	1241.565674,	2647.701904,	1010.994141,	1010.854004,	435.653290,	1012.337341,	1009.909851,	504.755066,	1012.306641,	1126.849854,	376.691071,	833.305908,	1413.377075,	769.905518,	487.200378,	620.457825,	1429.946411,	434.021973,	1124.553223,	1110.966797,	816.912170,	619.997192,	1130.763672,	1011.106445,	1112.491699,	1279.000732,	1373.098022,	988.079224,	1279.041016,	632.588257,	102.648552,	428.642303,	361.422699,	1145.601318,	1108.172241,	795.430664,	1005.445312,	281.298370,	170.691605,	293.583771,	867.082214,	]
[ 786.587036,	1485.277344,	1151.793701,	1261.486572,	1797.399902,	1244.338989,	1648.252686,	1664.822144,	852.880798,	1621.401978,	1043.207886,	1096.961426,	1724.506836,	1534.349731,	1663.677490,	789.764099,	1730.132568,	1473.385498,	849.350769,	922.806946,	1183.152100,	1498.816162,	1093.731567,	1368.914917,	853.289856,	1101.332031,	1485.277344,	1088.399658,	1550.252441,	48.461075,	1178.474121,	862.534424,	794.669617,	1322.667236,	1093.191772,	1126.483765,	1654.794189,	1181.023315,	856.641785,	1415.814575,	1348.759644,	975.971069,	856.701904,	1059.242065,	1541.212769,	1569.391479,	225.814911,	909.993042,	1318.134155,	1093.191772,	1095.358521,	1684.840698,	975.971069,	1104.566162,	907.533630,	1487.766602,	1625.839355,	1730.509033,	243.208130,	1110.827637,	1172.568726,	860.499084,	1020.178955,	1080.187622,	1027.631348,	1796.606934,	422.465729,	1522.094604,	1730.443481,	1018.282532,	913.208313,	1714.092163,	910.130066,	1385.420044,	1217.543457,	1101.332031,	1354.728760,	1416.391357,	1576.838379,	813.860779,	0.000000,	1751.584351,	856.641785,	1285.760620,	326.725098,	1564.374512,	236.502258,	1788.740723,	1239.232056,	753.993103,	1234.059570,	1683.623169,	813.712463,	1096.230103,	1096.230103,	1485.277344,	1094.806763,	1003.464539,	764.687439,	1087.762939,	122.110626,	1213.355957,	1030.506470,	1475.562744,	1399.218262,	1731.021118,	1278.257812,	1237.034424,	639.848389,	1681.661133,	3217.332764,	1348.626099,	1352.611816,	1023.941467,	1350.572510,	1352.985229,	311.891479,	1353.307617,	1535.814453,	996.431458,	1261.744141,	1502.333008,	56.596848,	803.815247,	759.911255,	1761.584106,	1086.963013,	1522.960571,	991.150635,	723.460632,	1172.568726,	1529.531982,	1355.533569,	1602.851807,	1731.363037,	1739.886963,	1369.342163,	1730.828125,	1179.775757,	872.588196,	1027.229004,	1046.809814,	1549.413940,	1468.497070,	411.720306,	1195.605103,	1085.327148,	674.555420,	1094.513428,	1271.270752,	]
[ 2282.890625,	2684.156982,	656.010071,	493.846558,	2474.140381,	2599.190918,	114.155273,	86.772057,	954.087280,	145.129593,	814.407471,	1105.986450,	2548.597168,	232.732483,	116.126381,	962.035400,	34.426765,	2613.515137,	951.910767,	835.465881,	646.703369,	2657.815430,	1107.828125,	398.569244,	955.627075,	1125.039673,	2684.156982,	1121.771240,	214.938461,	1711.517456,	646.489807,	889.155029,	969.180969,	2663.104736,	1111.684814,	933.939575,	97.096405,	644.476990,	1754.124756,	335.769775,	419.178802,	814.714661,	1188.396606,	768.615845,	222.044479,	183.491989,	1588.253906,	1052.137451,	467.895020,	1111.684814,	1114.339478,	67.331711,	814.714661,	2088.499512,	1055.046021,	308.410156,	138.109268,	2521.775146,	1557.540039,	654.288513,	666.103943,	1755.752563,	861.433044,	1117.241943,	871.017090,	2466.531250,	1495.797729,	245.200119,	36.128738,	802.234558,	911.313416,	89.587990,	1055.566406,	382.437714,	563.434937,	1125.039673,	418.275391,	2515.150391,	196.953827,	1285.002075,	1751.584351,	0.000000,	1754.124756,	515.420837,	1430.919434,	197.814835,	1560.746094,	2466.863770,	2606.510986,	1056.750244,	2607.277832,	86.430023,	1003.133179,	1112.124512,	1112.124512,	2684.156982,	1101.245972,	860.876343,	1051.625000,	1117.409668,	1629.589722,	2590.720947,	853.332397,	2682.810059,	354.124725,	2521.514160,	493.646606,	2600.516357,	1414.520386,	81.153152,	3425.379395,	424.199463,	418.569397,	852.304993,	422.261383,	417.523804,	1516.204712,	418.426636,	225.047501,	909.380676,	494.930664,	2682.118652,	1695.306030,	1771.600220,	993.201843,	2604.347412,	854.959229,	242.588745,	1042.446777,	1101.016968,	666.103943,	236.905289,	414.662415,	2219.399414,	33.727249,	2532.130615,	386.810181,	34.965916,	653.865967,	1348.120972,	857.986511,	930.226562,	216.983139,	314.681610,	1405.343872,	641.454224,	1127.274780,	1266.278564,	1111.324707,	480.849274,	]
[ 659.471558,	937.396118,	1113.168335,	1313.528442,	983.160339,	853.334229,	1640.395752,	1678.237061,	1227.401855,	1673.588623,	1393.081909,	680.271729,	955.854004,	1610.069946,	1715.362671,	1032.114990,	1748.596313,	876.116333,	1216.791382,	1042.585449,	1112.865723,	917.930542,	677.500732,	1489.411133,	1230.489136,	666.588074,	937.396118,	663.983765,	1619.196289,	821.921936,	1438.912231,	1056.506958,	936.138367,	912.640442,	674.130859,	833.075745,	1674.085449,	1441.055176,	0.000000,	1469.593262,	1475.715942,	993.952881,	569.853271,	1002.953430,	1609.530762,	1608.395264,	685.848877,	707.987854,	1295.716309,	674.130859,	672.817932,	1691.761108,	993.952881,	357.522919,	705.271118,	1609.812134,	1673.870239,	949.154663,	695.510681,	1158.627808,	1092.349365,	3.929376,	899.979004,	664.596313,	887.250122,	980.445740,	531.176636,	1601.316162,	1750.023315,	1338.075195,	886.183655,	1681.297119,	704.161316,	1502.037109,	1213.438599,	666.588074,	1488.757935,	783.593872,	1649.251099,	474.988953,	856.641785,	1754.124756,	0.000000,	1480.045776,	899.578918,	1625.331543,	701.909302,	974.297974,	862.854980,	796.814819,	864.920044,	1668.606323,	1220.995850,	674.972412,	674.972412,	937.396118,	683.312622,	905.919983,	793.415466,	667.320435,	842.503784,	850.330994,	906.850952,	934.686890,	1474.396851,	949.409485,	1283.389893,	856.348572,	412.839417,	1713.722412,	2371.574219,	1484.143677,	1484.229858,	909.769775,	1485.535767,	1483.345703,	645.229553,	1485.657104,	1601.455566,	850.184204,	1308.259644,	938.767090,	839.833557,	61.099300,	1034.272705,	1003.747864,	899.192871,	1599.400146,	1500.621460,	1186.457397,	1092.349365,	1605.587891,	1484.624634,	761.494873,	1749.696533,	959.636536,	1462.801025,	1749.791626,	1105.122925,	406.394043,	902.231262,	824.063354,	1620.268555,	1582.904785,	1046.861206,	1461.934082,	658.259033,	557.902344,	674.945007,	1341.748901,	]
[ 1907.369385,	2412.691650,	429.424744,	241.899551,	2343.597656,	2278.297607,	443.830414,	436.509125,	449.293304,	370.683289,	299.121063,	951.691223,	2379.304932,	282.934570,	406.530029,	513.426270,	485.716309,	2355.618896,	449.113159,	442.086884,	458.468292,	2396.722656,	951.988220,	130.083282,	450.234528,	973.085388,	2412.691650,	963.585388,	300.791962,	1250.413208,	131.307114,	455.511505,	566.356262,	2349.156250,	955.651794,	785.623779,	423.649536,	129.390778,	1480.045776,	237.909485,	113.802559,	490.152771,	924.661560,	511.591339,	294.381317,	341.704010,	1152.708252,	792.578186,	345.311981,	955.651794,	959.400391,	457.751923,	490.152771,	1835.664062,	794.708862,	212.603622,	377.413055,	2360.428467,	1121.097290,	339.364929,	477.455353,	1482.596558,	618.456055,	955.007080,	638.436890,	2337.486084,	1104.330688,	270.632751,	485.186523,	289.490356,	596.793762,	516.390381,	796.884644,	142.670166,	346.167175,	973.085388,	106.548485,	2263.631592,	319.396057,	1012.128784,	1285.760620,	515.420837,	1480.045776,	0.000000,	959.165527,	318.316467,	1122.833130,	2335.389160,	2282.306641,	692.813904,	2281.369385,	476.648773,	496.744293,	957.574829,	957.574829,	2412.691650,	945.799988,	602.594299,	693.441528,	958.844788,	1164.441650,	2262.901611,	615.822144,	2408.828369,	202.545151,	2360.379150,	310.144592,	2277.164551,	1085.881592,	435.252411,	3484.996338,	102.089119,	108.823128,	608.474609,	103.595749,	110.641159,	1093.292603,	108.135017,	292.666748,	666.298889,	250.497269,	2416.149902,	1231.077271,	1480.955078,	535.274353,	2433.057129,	664.604919,	273.640839,	538.233215,	595.538696,	477.455353,	278.955780,	113.322495,	2086.378906,	486.848938,	2371.185303,	167.408356,	485.948792,	466.237732,	1101.044556,	619.651611,	729.672974,	298.585327,	201.242676,	911.157593,	129.115265,	967.697083,	931.715271,	955.928101,	209.201889,	]
[ 1041.169434,	1685.968506,	854.612610,	944.959290,	1882.056641,	1477.284180,	1329.907349,	1344.288330,	528.370178,	1298.404297,	720.395447,	911.862244,	1840.997437,	1210.711304,	1340.304199,	469.860291,	1408.431519,	1657.823242,	524.238403,	612.697815,	890.176758,	1689.533203,	909.018250,	1044.367798,	529.010437,	921.733032,	1685.968506,	907.421509,	1226.881470,	293.696808,	852.073242,	544.799133,	493.154419,	1554.816406,	909.543701,	896.833496,	1333.893066,	854.624878,	899.578918,	1095.505859,	1024.073853,	681.417603,	681.117371,	773.265259,	1217.979980,	1247.975952,	255.588577,	689.278931,	1009.725708,	909.543701,	912.543091,	1364.609863,	681.417603,	1215.853516,	687.479675,	1162.156616,	1303.080200,	1839.195312,	230.325500,	800.827515,	882.397095,	903.443848,	754.759460,	897.585327,	766.770081,	1879.565308,	368.972870,	1198.363525,	1408.654175,	692.852661,	637.593323,	1397.269653,	690.734131,	1060.913086,	910.523376,	921.733032,	1029.622192,	1586.529541,	1252.986450,	673.923218,	326.725098,	1430.919434,	899.578918,	959.165527,	0.000000,	1241.384399,	226.967773,	1873.199707,	1475.492554,	488.741180,	1471.793213,	1365.448364,	491.448547,	912.825256,	912.825256,	1685.968506,	908.287231,	734.127014,	501.450439,	905.519836,	206.329315,	1451.411133,	764.675537,	1678.047852,	1077.353882,	1839.546143,	967.301025,	1472.123047,	549.861511,	1359.453979,	3258.552979,	1023.504578,	1027.643921,	756.399353,	1025.459595,	1028.077271,	258.728180,	1028.296631,	1212.822510,	741.731018,	945.871643,	1698.726074,	272.774780,	862.041809,	437.736115,	1884.781250,	831.574524,	1199.395264,	698.553894,	406.335846,	882.397095,	1205.922241,	1030.665405,	1658.965454,	1409.658936,	1849.368408,	1046.529907,	1409.081665,	887.928711,	760.410095,	762.188171,	807.103943,	1225.928589,	1143.346924,	148.246704,	869.466797,	905.802063,	505.778412,	910.816345,	952.419922,	]
[ 2124.044434,	2561.590088,	512.348450,	323.001190,	2400.871094,	2459.401367,	136.814194,	118.902367,	756.928833,	57.033001,	617.436401,	1007.560791,	2461.619629,	35.607788,	99.764519,	774.992981,	170.057434,	2495.380127,	754.998108,	658.163513,	514.042419,	2538.749756,	1008.914368,	201.454514,	758.399841,	1027.944702,	2561.590088,	1022.415833,	17.918667,	1525.465820,	449.592163,	704.269714,	792.597534,	2525.884521,	1012.808655,	831.921021,	105.783997,	447.637360,	1625.331543,	159.381821,	222.137756,	653.444275,	1055.508301,	623.792358,	24.254990,	40.323326,	1408.716431,	917.409546,	331.998169,	1012.808655,	1015.916199,	139.913300,	653.444275,	1969.381592,	920.152832,	119.952232,	61.925522,	2437.533691,	1377.621948,	486.769531,	535.032288,	1627.280273,	725.353943,	1016.360168,	738.562378,	2393.768066,	1328.184204,	47.693668,	169.874176,	604.423340,	756.217896,	205.239227,	921.203125,	185.134399,	412.762817,	1027.944702,	220.605850,	2398.805420,	28.234684,	1150.980225,	1564.374512,	197.814835,	1625.331543,	318.316467,	1241.384399,	0.000000,	1380.441040,	2393.211426,	2465.631592,	891.707825,	2465.828125,	164.518570,	805.841187,	1013.777222,	1013.777222,	2561.590088,	1002.288818,	720.139587,	888.044678,	1017.806274,	1442.264160,	2448.572998,	718.576416,	2559.365479,	166.897888,	2437.348145,	342.222809,	2459.903320,	1264.879761,	119.643211,	3428.520996,	226.569717,	221.060989,	715.565247,	224.622025,	220.084961,	1339.807373,	220.862045,	28.565762,	775.218140,	326.198578,	2561.452881,	1508.386475,	1637.479858,	804.517517,	2516.929199,	735.298279,	44.800968,	850.298584,	903.935303,	535.032288,	39.372932,	217.243958,	2143.631592,	171.247681,	2448.089600,	195.033539,	170.485886,	522.049866,	1223.466675,	723.182800,	810.422058,	20.763575,	119.601761,	1210.648926,	445.539093,	1027.580444,	1112.970215,	1012.660461,	302.890778,	]
