Q=[
[ 1831.169556,	2365.174072,	463.326538,	316.255737,	2335.929688,	2216.920166,	572.655457,	565.899048,	332.437561,	499.546692,	169.938553,	963.132690,	2360.872314,	412.203766,	534.522888,	433.638153,	614.427734,	2312.423096,	334.038513,	400.604218,	500.448761,	2352.322998,	962.970703,	256.245361,	332.816986,	984.297241,	2365.174072,	973.395569,	430.064728,	1147.896118,	2.555755,	389.302612,	508.120758,	2289.449951,	966.421326,	807.362854,	553.032715,	0.000000,	1441.055176,	358.213928,	237.849991,	476.206818,	903.129395,	522.205811,	423.741394,	470.921234,	1061.674438,	778.729431,	428.608124,	966.421326,	970.326294,	587.138916,	476.206818,	1798.464966,	780.474609,	339.331329,	506.391968,	2344.312500,	1030.095581,	356.185760,	516.404968,	1443.854492,	622.709900,	964.003357,	644.521057,	2330.268555,	1031.487427,	399.945221,	613.840637,	167.216309,	576.002197,	645.323975,	783.101074,	270.163544,	400.572571,	984.297241,	233.341827,	2222.943848,	448.037170,	984.299927,	1181.023315,	644.476990,	1441.055176,	129.390778,	854.624878,	447.637360,	1031.202881,	2327.539307,	2219.896729,	644.612122,	2218.445312,	605.745178,	377.630341,	968.690735,	968.690735,	2365.174072,	957.164368,	602.856934,	647.654724,	968.745178,	]
[ 659.471558,	937.396118,	1113.168335,	1313.528442,	983.160339,	853.334229,	1640.395752,	1678.237061,	1227.401855,	1673.588623,	1393.081909,	680.271729,	955.854004,	1610.069946,	1715.362671,	1032.114990,	1748.596313,	876.116333,	1216.791382,	1042.585449,	1112.865723,	917.930542,	677.500732,	1489.411133,	1230.489136,	666.588074,	937.396118,	663.983765,	1619.196289,	821.921936,	1438.912231,	1056.506958,	936.138367,	912.640442,	674.130859,	833.075745,	1674.085449,	1441.055176,	0.000000,	1469.593262,	1475.715942,	993.952881,	569.853271,	1002.953430,	1609.530762,	1608.395264,	685.848877,	707.987854,	1295.716309,	674.130859,	672.817932,	1691.761108,	993.952881,	357.522919,	705.271118,	1609.812134,	1673.870239,	949.154663,	695.510681,	1158.627808,	1092.349365,	3.929376,	899.979004,	664.596313,	887.250122,	980.445740,	531.176636,	1601.316162,	1750.023315,	1338.075195,	886.183655,	1681.297119,	704.161316,	1502.037109,	1213.438599,	666.588074,	1488.757935,	783.593872,	1649.251099,	474.988953,	856.641785,	1754.124756,	0.000000,	1480.045776,	899.578918,	1625.331543,	701.909302,	974.297974,	862.854980,	796.814819,	864.920044,	1668.606323,	1220.995850,	674.972412,	674.972412,	937.396118,	683.312622,	905.919983,	793.415466,	667.320435,	]
[ 1964.782104,	2406.555664,	356.746704,	163.800720,	2264.119141,	2301.039307,	236.553009,	249.010559,	632.713318,	213.602676,	519.894592,	865.269653,	2318.726807,	140.510040,	257.176239,	626.318115,	315.256714,	2341.557861,	629.101746,	502.117035,	362.888519,	2384.640625,	866.380249,	111.044800,	634.708252,	886.094727,	2406.555664,	879.551697,	150.654968,	1375.803101,	359.529083,	553.418213,	636.425903,	2367.875977,	870.256104,	689.899841,	239.079880,	358.213928,	1469.593262,	0.000000,	124.337463,	494.062469,	899.831360,	466.823853,	140.870071,	154.830154,	1254.440308,	761.703430,	186.790176,	870.256104,	873.548340,	269.147400,	494.062469,	1815.796021,	764.390625,	161.282425,	216.271988,	2295.831543,	1223.541992,	327.575928,	384.162964,	1471.618652,	570.245789,	872.841919,	584.546204,	2257.266846,	1169.768921,	131.843750,	315.739197,	494.159576,	597.046875,	307.237122,	765.583252,	104.216393,	256.185059,	886.094727,	134.062729,	2245.569092,	180.747314,	994.763672,	1415.814575,	335.769775,	1469.593262,	237.909485,	1095.505859,	159.381821,	1226.580933,	2256.298828,	2307.125244,	732.661865,	2307.250732,	272.138214,	682.268860,	871.465027,	871.465027,	2406.555664,	859.796204,	563.697632,	728.852417,	874.867798,	]
[ 1936.723389,	2412.432129,	383.120300,	175.818771,	2308.141357,	2291.665527,	337.448273,	336.105682,	534.934082,	278.153198,	404.121918,	908.617859,	2352.943359,	188.881592,	318.273285,	562.318359,	392.189941,	2351.486328,	532.893005,	461.645752,	402.979858,	2393.595459,	909.296936,	20.694078,	536.455444,	929.905762,	2412.432129,	921.717285,	206.015030,	1311.029419,	239.394104,	495.312469,	594.078308,	2360.702393,	913.087524,	736.702637,	323.887787,	237.849991,	1475.715942,	124.337463,	0.000000,	482.763245,	910.449280,	481.295319,	197.955551,	238.583206,	1201.392700,	774.145630,	258.276947,	913.087524,	916.651306,	357.426208,	482.763245,	1827.816650,	776.566711,	143.066956,	283.812653,	2332.117920,	1169.996948,	317.179688,	423.662659,	1478.023926,	589.132324,	913.947632,	606.821655,	2301.666992,	1135.032349,	176.296387,	392.011322,	385.166046,	590.287109,	410.235229,	778.299377,	37.186337,	287.295288,	929.905762,	15.300065,	2257.447021,	230.047287,	1002.176758,	1348.759644,	419.178802,	1475.715942,	113.802559,	1024.073853,	222.137756,	1172.379883,	2300.107666,	2296.674316,	707.414917,	2296.244629,	371.532379,	583.954712,	914.691650,	914.691650,	2412.432129,	902.876343,	577.355530,	705.857788,	916.967590,	]
[ 1471.217896,	1930.000366,	175.852859,	330.796448,	1860.801880,	1811.197998,	703.011658,	730.239868,	431.793884,	706.989441,	497.506836,	494.561676,	1890.767456,	632.318787,	750.446106,	262.020294,	800.427795,	1870.050171,	420.576324,	116.272736,	208.859406,	1911.843384,	493.989960,	497.410522,	435.747864,	515.199829,	1930.000366,	503.270996,	644.117310,	931.436035,	474.557159,	201.374817,	189.262100,	1879.424438,	497.201172,	358.189362,	722.855347,	476.206818,	993.952881,	494.062469,	482.763245,	0.000000,	434.519226,	100.547989,	634.321838,	645.063782,	788.551636,	304.151031,	352.456512,	497.201172,	501.184296,	747.772034,	0.000000,	1347.779175,	306.097748,	620.247437,	709.040344,	1872.774170,	759.266174,	168.129395,	201.277573,	996.344360,	158.273712,	493.354340,	181.074966,	1855.018188,	681.396606,	622.109802,	801.328186,	436.069641,	107.769897,	761.041870,	308.505524,	510.846130,	252.607147,	515.199829,	495.414948,	1776.791870,	674.012695,	522.669800,	975.971069,	814.714661,	993.952881,	490.152771,	681.417603,	653.444275,	763.459167,	1852.458984,	1816.686646,	242.333115,	1816.520752,	736.574463,	465.209412,	499.740448,	499.740448,	1930.000366,	488.619843,	134.163391,	236.912491,	498.756866,	]
[ 1123.035645,	1506.755493,	543.317505,	744.946472,	1435.605713,	1410.893311,	1074.319702,	1110.741699,	759.233887,	1104.051392,	889.416016,	240.378586,	1458.051514,	1040.280029,	1146.017456,	546.970093,	1181.387085,	1442.769531,	747.346619,	504.749023,	543.881104,	1485.486084,	237.179413,	923.199280,	762.995789,	246.022675,	1506.755493,	232.552948,	1049.345337,	808.364380,	901.249023,	543.682739,	431.552917,	1474.784790,	236.786423,	306.688080,	1106.127075,	903.129395,	569.853271,	899.831360,	910.449280,	434.519226,	0.000000,	433.510864,	1039.682251,	1038.974731,	631.434204,	138.140503,	726.523682,	236.786423,	239.118134,	1124.931885,	434.519226,	917.883240,	135.441101,	1041.914185,	1104.459961,	1441.188232,	613.967285,	593.691162,	523.640320,	571.837097,	330.195343,	223.897125,	318.147736,	1430.274902,	445.570618,	1031.602051,	1182.739624,	829.318176,	328.791565,	1118.702515,	134.309479,	935.238037,	643.650818,	246.022675,	923.979187,	1347.768188,	1079.398315,	96.646255,	856.701904,	1188.396606,	569.853271,	924.661560,	681.117371,	1055.508301,	620.911682,	1427.107910,	1418.422363,	296.901489,	1419.348022,	1103.647095,	770.234558,	239.882492,	239.882492,	1506.755493,	238.119400,	336.333679,	287.062347,	231.595688,	]
[ 1515.304810,	1940.164185,	112.805130,	311.921600,	1832.534546,	1836.278687,	654.879089,	687.157532,	524.440125,	673.945923,	569.666504,	442.418549,	1872.559326,	607.333862,	716.583130,	362.438110,	758.044312,	1876.169312,	513.614258,	212.068451,	128.598572,	1918.965576,	442.468475,	492.631927,	528.329834,	463.735321,	1940.164185,	453.522919,	616.903259,	1013.673035,	520.932434,	299.599701,	285.560822,	1902.302368,	446.030365,	286.415680,	681.276611,	522.205811,	1002.953430,	466.823853,	481.295319,	100.547989,	433.510864,	0.000000,	607.185669,	609.569641,	863.698242,	295.596771,	300.800507,	446.030365,	449.868134,	703.007996,	100.547989,	1350.924438,	298.204468,	609.140137,	674.889648,	1852.401611,	835.492554,	172.326172,	114.554955,	1005.017395,	108.006912,	444.583557,	126.982460,	1826.338501,	740.622192,	598.429932,	759.197021,	509.459381,	150.566483,	707.053955,	299.583893,	503.857056,	211.035156,	463.735321,	495.443085,	1780.850830,	647.010498,	528.013733,	1059.242065,	768.615845,	1002.953430,	511.591339,	773.265259,	623.792358,	840.174744,	1824.366455,	1842.800537,	309.578339,	1843.170410,	686.656006,	560.425110,	448.138489,	448.138489,	1940.164185,	436.471161,	97.218895,	300.932556,	448.812225,	]
[ 2104.268311,	2546.187500,	496.365204,	303.555084,	2391.634521,	2441.899902,	156.889603,	142.346146,	732.696960,	80.598160,	593.481750,	996.416199,	2450.657227,	13.713980,	122.482773,	752.021851,	194.270706,	2480.545166,	730.786316,	636.666748,	499.745300,	2523.786377,	997.702454,	177.266998,	734.162903,	1016.935547,	2546.187500,	1011.118469,	9.798954,	1502.448120,	425.680573,	681.636475,	771.069397,	2508.683838,	1001.593811,	820.720093,	129.359436,	423.741394,	1609.530762,	140.870071,	197.955551,	634.321838,	1039.682251,	607.185669,	0.000000,	54.747379,	1386.524536,	901.543945,	318.779510,	1001.593811,	1004.755188,	163.496185,	634.321838,	1954.623535,	904.259888,	100.087608,	85.914215,	2426.920898,	1355.389282,	467.122833,	520.860168,	1611.519287,	709.715637,	1004.872375,	723.403564,	2384.597412,	1307.542603,	24.182005,	194.066849,	580.207153,	737.791687,	226.871002,	905.380920,	160.921555,	396.235138,	1016.935547,	196.351120,	2384.223633,	39.882816,	1134.886719,	1541.212769,	222.044479,	1609.530762,	294.381317,	1217.979980,	24.254990,	1358.158936,	2383.930664,	2447.994385,	871.696228,	2448.120850,	186.225006,	781.599426,	1002.630554,	1002.630554,	2546.187500,	991.084534,	703.848938,	868.239319,	1006.485168,	]
[ 2116.261719,	2543.626221,	497.200623,	317.212250,	2373.125488,	2445.831543,	103.643219,	98.051460,	772.374512,	65.552788,	639.968079,	982.983398,	2436.244385,	68.461349,	107.095459,	779.639832,	160.788528,	2476.355225,	769.862305,	656.921143,	495.620178,	2519.955811,	984.436768,	218.300797,	774.025757,	1003.148438,	2543.626221,	998.054810,	54.363895,	1529.729248,	472.752869,	707.430725,	791.194641,	2511.631104,	988.331909,	807.616089,	86.526848,	470.921234,	1608.395264,	154.830154,	238.583206,	645.063782,	1038.974731,	609.569641,	54.747379,	0.000000,	1409.259033,	901.105835,	312.749634,	988.331909,	991.356201,	119.241440,	645.063782,	1950.330933,	903.900757,	154.763977,	65.485245,	2411.660889,	1378.348633,	480.374573,	516.302612,	1610.264160,	708.900085,	992.292908,	721.145630,	2365.937500,	1323.281982,	77.659119,	161.169540,	623.619385,	745.843384,	175.238922,	904.807556,	202.769791,	399.264221,	1003.148438,	239.463211,	2379.333496,	65.952538,	1134.903809,	1569.391479,	183.491989,	1608.395264,	341.704010,	1247.975952,	40.323326,	1381.371094,	2365.524658,	2452.369141,	885.320435,	2452.727051,	135.084091,	821.612793,	989.197632,	989.197632,	2543.626221,	977.805542,	705.021484,	881.074951,	993.485046,	]
[ 791.397766,	1431.204834,	963.282654,	1094.436890,	1657.873901,	1222.264893,	1480.673950,	1501.786865,	751.904724,	1465.307129,	945.132812,	871.528931,	1604.895020,	1381.080322,	1508.472046,	640.538940,	1569.533081,	1404.807739,	745.596985,	752.796692,	990.735840,	1435.768799,	868.286133,	1220.729004,	753.304077,	875.668213,	1431.204834,	862.800903,	1395.938232,	177.868118,	1059.132080,	706.202759,	619.258057,	1299.658813,	867.696472,	906.821533,	1492.708008,	1061.674438,	685.848877,	1254.440308,	1201.392700,	788.551636,	631.434204,	863.698242,	1386.524536,	1409.259033,	0.000000,	690.445374,	1138.728638,	867.696472,	869.822510,	1520.961548,	788.551636,	978.170471,	687.871582,	1343.631348,	1468.977173,	1605.755493,	31.625950,	936.424500,	978.191956,	689.778259,	813.745911,	854.668457,	819.046631,	1656.064453,	199.396881,	1369.256836,	1570.075928,	909.124817,	714.212769,	1543.218018,	690.292480,	1236.884766,	1037.815796,	875.668213,	1209.231567,	1335.632324,	1423.964233,	588.356445,	225.814911,	1588.253906,	685.848877,	1152.708252,	255.588577,	1408.716431,	31.003719,	1649.063110,	1220.755127,	554.238220,	1217.205444,	1515.454834,	721.984680,	870.718445,	870.718445,	1431.204834,	869.453918,	799.208496,	563.487305,	862.215332,	]
[ 1247.952393,	1644.862793,	405.180420,	607.320740,	1557.245605,	1547.150269,	937.995911,	973.759155,	668.304321,	966.115906,	779.853088,	240.738037,	1586.982300,	902.144775,	1008.173889,	458.112793,	1044.496826,	1580.573242,	656.289734,	387.360962,	406.472778,	1623.391235,	238.670197,	786.481567,	672.225525,	256.618378,	1644.862793,	242.192261,	911.208496,	861.680542,	776.979248,	439.686951,	340.230469,	1611.671387,	240.494324,	216.537140,	968.937622,	778.729431,	707.987854,	761.703430,	774.145630,	304.151031,	138.140503,	295.596771,	901.543945,	901.105835,	690.445374,	0.000000,	588.853271,	240.494324,	244.235062,	988.237915,	304.151031,	1055.378662,	3.044286,	904.446167,	966.588867,	1568.718750,	668.202637,	458.225250,	386.464691,	709.976562,	192.209122,	231.369537,	181.124969,	1551.555542,	524.044678,	893.484680,	1045.816284,	718.666199,	203.472519,	983.851318,	4.371808,	798.265137,	505.519897,	256.618378,	787.866150,	1485.303955,	941.263733,	233.805847,	909.993042,	1052.137451,	707.987854,	792.578186,	689.278931,	917.409546,	674.493958,	1548.869385,	1554.382080,	229.501984,	1555.140991,	967.790649,	686.383667,	243.725433,	243.725433,	1644.862793,	235.795059,	198.378860,	216.549377,	238.797668,	]
[ 1815.278809,	2230.909424,	188.118622,	112.874268,	2077.372803,	2135.040039,	354.359406,	386.502411,	614.878113,	378.094635,	558.004395,	679.051208,	2133.022217,	321.711731,	419.651825,	545.996094,	457.401184,	2163.934082,	608.027222,	397.103760,	182.874710,	2207.444336,	680.224304,	258.703156,	617.809204,	699.783936,	2230.909424,	693.493286,	328.080750,	1275.136597,	428.849304,	469.481323,	523.640259,	2200.212646,	684.107239,	503.502625,	380.925476,	428.608124,	1295.716309,	186.790176,	258.276947,	352.456512,	726.523682,	300.800507,	318.779510,	312.749634,	1138.728638,	588.853271,	0.000000,	684.107239,	687.353699,	402.209412,	352.456512,	1637.902344,	591.677063,	346.495453,	378.197296,	2109.798340,	1108.929077,	208.954926,	203.572586,	1297.569824,	396.769318,	686.978394,	408.506927,	2070.508301,	1032.804565,	315.009827,	458.590027,	514.332581,	444.435974,	409.214111,	592.499207,	262.417603,	100.965454,	699.783936,	273.330933,	2067.130127,	357.553192,	822.639893,	1318.134155,	467.895020,	1295.716309,	345.311981,	1009.725708,	331.998169,	1112.811279,	2069.561035,	2141.887939,	594.337219,	2142.417725,	386.689667,	662.684875,	685.255310,	685.255310,	2230.909424,	673.625671,	394.226196,	588.155151,	688.827881,	]
[ 1293.239746,	1580.078735,	530.488647,	737.516968,	1395.746582,	1526.276123,	1000.959778,	1043.582153,	899.462646,	1053.532349,	993.202087,	6.140895,	1449.084229,	1005.326538,	1092.062500,	692.863159,	1111.486084,	1505.763916,	887.495667,	600.527710,	511.524414,	1550.644287,	3.895285,	921.194702,	903.438232,	17.998684,	1580.078735,	10.310143,	1010.627930,	1044.900024,	965.021790,	665.455994,	575.959351,	1583.059448,	0.000000,	180.894394,	1041.738281,	966.421326,	674.130859,	870.256104,	913.087524,	497.201172,	236.786423,	446.030365,	1001.593811,	988.331909,	867.696472,	240.494324,	684.107239,	0.000000,	4.006186,	1054.097412,	497.201172,	984.146973,	240.987839,	1026.781250,	1052.170532,	1425.691284,	850.646423,	617.727295,	490.424255,	674.846069,	343.851227,	13.159487,	321.904541,	1389.133423,	678.794739,	998.996643,	1113.200439,	931.599792,	417.837463,	1032.074707,	237.335175,	929.923340,	626.411865,	17.998684,	928.001587,	1406.427979,	1039.461914,	292.306000,	1093.191772,	1111.684814,	674.130859,	955.651794,	909.543701,	1012.808655,	857.614807,	1387.793701,	1536.324219,	469.805298,	1538.615479,	1025.257446,	921.013123,	3.311486,	3.311486,	1580.078735,	10.526392,	364.841949,	456.950500,	6.991482,	]
[ 1292.883545,	1577.909668,	534.104797,	741.059998,	1392.280884,	1524.788452,	1003.693726,	1046.385010,	903.435913,	1056.538696,	997.202759,	8.382402,	1445.907593,	1008.520264,	1095.017334,	696.796692,	1114.233398,	1503.458862,	891.468323,	604.533691,	514.994873,	1548.362061,	7.412649,	924.719421,	907.411194,	14.022365,	1577.909668,	9.043056,	1013.779907,	1047.079834,	968.928772,	669.447571,	579.872925,	1581.440063,	4.006186,	184.035767,	1044.577515,	970.326294,	672.817932,	873.548340,	916.651306,	501.184296,	239.118134,	449.868134,	1004.755188,	991.356201,	869.822510,	244.235062,	687.353699,	4.006186,	0.000000,	1056.848633,	501.184296,	982.033875,	244.710526,	1030.164795,	1055.156372,	1422.451172,	852.877502,	621.530884,	493.906738,	673.511292,	347.776306,	15.229286,	325.814056,	1385.657349,	680.631775,	1002.216797,	1115.952148,	935.600708,	421.838165,	1034.611328,	241.057678,	933.418396,	629.929565,	14.022365,	931.572144,	1404.081177,	1042.592407,	293.561646,	1095.358521,	1114.339478,	672.817932,	959.400391,	912.543091,	1015.916199,	859.855774,	1384.333862,	1534.878784,	473.502563,	1537.193726,	1027.914307,	924.956238,	2.233199,	2.233199,	1577.909668,	13.794898,	368.797943,	460.661041,	7.667597,	]
[ 2216.600830,	2623.271484,	590.281616,	426.537964,	2423.766846,	2535.383789,	53.485107,	21.339003,	891.598206,	95.623741,	756.767334,	1048.477051,	2495.036133,	175.520370,	85.824356,	895.454956,	57.404236,	2553.433838,	889.103210,	768.183472,	582.190063,	2597.572754,	1050.224854,	337.004272,	893.239197,	1067.840088,	2623.271484,	1064.109375,	157.744354,	1644.636353,	589.058044,	822.336731,	901.865356,	2599.708984,	1054.097412,	875.292725,	34.141277,	587.138916,	1691.761108,	269.147400,	357.426208,	747.772034,	1124.931885,	703.007996,	163.496185,	119.241440,	1520.961548,	988.237915,	402.209412,	1054.097412,	1056.848633,	0.000000,	747.772034,	2028.017700,	991.127014,	257.058502,	87.530739,	2468.829102,	1490.260132,	586.999573,	601.860962,	1693.443359,	797.042664,	1059.266968,	807.136230,	2416.276123,	1428.714844,	187.492371,	59.103554,	742.064697,	844.896973,	76.892380,	991.723328,	321.214874,	496.865753,	1067.840088,	357.633606,	2455.375488,	145.606735,	1221.467163,	1684.840698,	67.331711,	1691.761108,	457.751923,	1364.609863,	139.913300,	1493.478760,	2416.393311,	2542.541260,	989.709290,	2543.223389,	43.736919,	940.819763,	1054.644165,	1054.644165,	2623.271484,	1043.619873,	795.896179,	984.666443,	1059.688965,	]
[ 1471.217896,	1930.000366,	175.852859,	330.796448,	1860.801880,	1811.197998,	703.011658,	730.239868,	431.793884,	706.989441,	497.506836,	494.561676,	1890.767456,	632.318787,	750.446106,	262.020294,	800.427795,	1870.050171,	420.576324,	116.272736,	208.859406,	1911.843384,	493.989960,	497.410522,	435.747864,	515.199829,	1930.000366,	503.270996,	644.117310,	931.436035,	474.557159,	201.374817,	189.262100,	1879.424438,	497.201172,	358.189362,	722.855347,	476.206818,	993.952881,	494.062469,	482.763245,	0.000000,	434.519226,	100.547989,	634.321838,	645.063782,	788.551636,	304.151031,	352.456512,	497.201172,	501.184296,	747.772034,	0.000000,	1347.779175,	306.097748,	620.247437,	709.040344,	1872.774170,	759.266174,	168.129395,	201.277573,	996.344360,	158.273712,	493.354340,	181.074966,	1855.018188,	681.396606,	622.109802,	801.328186,	436.069641,	107.769897,	761.041870,	308.505524,	510.846130,	252.607147,	515.199829,	495.414948,	1776.791870,	674.012695,	522.669800,	975.971069,	814.714661,	993.952881,	490.152771,	681.417603,	653.444275,	763.459167,	1852.458984,	1816.686646,	242.333115,	1816.520752,	736.574463,	465.209412,	499.740448,	499.740448,	1930.000366,	488.619843,	134.163391,	236.912491,	498.756866,	]
[ 600.763245,	596.249268,	1459.128906,	1662.693970,	694.397034,	581.991943,	1975.739136,	2015.635376,	1581.008667,	2015.817139,	1749.448975,	990.147034,	626.724609,	1955.897339,	2056.794434,	1388.498047,	2085.264160,	526.032532,	1570.621582,	1399.589600,	1455.367554,	569.720398,	987.861755,	1840.883423,	1583.994629,	973.140503,	596.249268,	973.846924,	1964.187012,	1080.003052,	1796.329834,	1413.964600,	1293.599243,	623.074280,	984.146973,	1156.374512,	2012.329468,	1798.464966,	357.522919,	1815.796021,	1827.816650,	1347.779175,	917.883240,	1350.924438,	1954.623535,	1950.330933,	978.170471,	1055.378662,	1637.902344,	984.146973,	982.033875,	2028.017700,	1347.779175,	0.000000,	1052.810059,	1959.764771,	2015.617920,	628.524963,	994.861511,	1510.694824,	1434.443237,	354.660278,	1245.698120,	976.814758,	1231.308716,	694.161682,	857.725830,	1947.631348,	2086.812500,	1694.920776,	1240.145508,	2012.079712,	1051.361450,	1853.054932,	1559.873291,	973.140503,	1841.154663,	429.926727,	1994.090698,	825.706421,	1104.566162,	2088.499512,	357.522919,	1835.664062,	1215.853516,	1969.381592,	1000.196899,	685.853577,	596.638672,	1154.331177,	601.741821,	2002.310059,	1572.473755,	984.264893,	984.264893,	596.249268,	994.225830,	1253.714111,	1150.868408,	977.848572,	]
[ 1244.913330,	1642.186768,	407.900543,	609.884155,	1555.473877,	1544.258301,	940.903015,	976.632507,	668.821167,	968.899658,	781.012695,	241.307922,	1584.923706,	904.839294,	1010.971863,	458.466766,	1047.374878,	1577.966553,	656.806580,	388.701630,	409.327179,	1620.767578,	239.206940,	788.941650,	672.738770,	257.013763,	1642.186768,	242.558685,	913.926880,	859.213562,	778.718445,	440.535797,	340.558289,	1608.808105,	240.987839,	219.045654,	971.797729,	780.474609,	705.271118,	764.390625,	776.566711,	306.097748,	135.441101,	298.204468,	904.259888,	903.900757,	687.871582,	3.044286,	591.677063,	240.987839,	244.710526,	991.127014,	306.097748,	1052.810059,	0.000000,	906.991882,	969.383057,	1566.719360,	665.684509,	460.557739,	389.338257,	707.266418,	195.000626,	231.742706,	184.029587,	1549.796509,	521.217224,	896.164551,	1048.692505,	719.853333,	205.041779,	986.806824,	3.652895,	800.751404,	508.209747,	257.013763,	790.271118,	1482.733398,	943.984985,	231.003754,	907.533630,	1055.046021,	705.271118,	794.708862,	687.479675,	920.152832,	671.985901,	1547.092896,	1551.478760,	228.875977,	1552.231934,	970.715759,	686.693909,	244.227692,	244.227692,	1642.186768,	236.407288,	200.991409,	215.974091,	239.206131,	]
[ 2079.325928,	2547.141357,	503.967682,	297.221313,	2422.009521,	2431.135498,	256.487671,	236.742188,	660.855347,	163.763000,	508.859955,	1021.947021,	2473.440918,	86.404022,	195.667007,	703.799255,	276.893860,	2484.569336,	660.158752,	604.404236,	516.101990,	2527.092285,	1022.924866,	125.086517,	661.940857,	1042.952759,	2547.141357,	1035.882568,	102.411911,	1450.763794,	341.486908,	637.861938,	737.090393,	2499.621338,	1026.781250,	847.215454,	223.414505,	339.331329,	1609.812134,	161.282425,	143.066956,	620.247437,	1041.914185,	609.140137,	100.087608,	154.763977,	1343.631348,	904.446167,	346.495453,	1026.781250,	1030.164795,	257.058502,	620.247437,	1959.764771,	906.991882,	0.000000,	171.286087,	2451.289551,	1312.189941,	452.656525,	537.379456,	1612.013062,	715.643311,	1028.814697,	731.736328,	2415.259277,	1277.940674,	77.573997,	276.118866,	502.090668,	727.021301,	325.076630,	908.492554,	110.182823,	403.756348,	1042.952759,	134.408676,	2389.671631,	112.012871,	1135.155640,	1487.766602,	308.410156,	1609.812134,	212.603622,	1162.156616,	119.952232,	1314.479370,	2414.127686,	2436.411621,	848.913757,	2436.114746,	284.361603,	708.748474,	1028.116211,	1028.116211,	2547.141357,	1016.379517,	706.253052,	846.968567,	1031.168701,	]
[ 2180.226318,	2609.028320,	562.592834,	379.876282,	2434.758301,	2511.167969,	104.770416,	69.078529,	818.356018,	8.171591,	676.327942,	1046.778564,	2499.404053,	95.380737,	41.698288,	836.299866,	108.742386,	2541.633545,	816.537354,	717.585999,	561.071777,	2585.265625,	1048.276367,	263.119385,	819.788940,	1066.835449,	2609.028320,	1061.941528,	77.875244,	1586.778442,	508.412476,	765.204651,	852.004700,	2577.036621,	1052.170532,	871.601685,	56.203091,	506.391968,	1673.870239,	216.271988,	283.812653,	709.040344,	1104.459961,	674.889648,	85.914215,	65.485245,	1468.977173,	966.588867,	378.197296,	1052.170532,	1055.156372,	87.530739,	709.040344,	2015.617920,	969.383057,	171.286087,	0.000000,	2474.539795,	1437.942993,	543.503540,	581.730835,	1675.736328,	774.382446,	1056.307495,	786.622070,	2427.506836,	1386.021118,	107.972816,	108.417526,	664.862610,	810.457336,	161.361343,	970.291748,	246.726318,	464.406738,	1066.835449,	281.828644,	2444.543701,	59.283447,	1200.385620,	1625.839355,	138.109268,	1673.870239,	377.413055,	1303.080200,	61.925522,	1440.830688,	2427.202637,	2517.668457,	948.628906,	2518.004883,	122.148277,	867.184509,	1052.989624,	1052.989624,	2609.028320,	1041.644897,	770.441956,	944.613892,	1057.390747,	]
[ 1112.155273,	560.604980,	1949.718750,	2158.259521,	145.529907,	805.927429,	2415.343994,	2460.364258,	2165.582275,	2476.379639,	2319.854248,	1430.760986,	43.907833,	2430.879150,	2513.558594,	1962.173950,	2525.709961,	475.671204,	2154.498291,	1945.086548,	1935.190430,	501.326843,	1429.574341,	2341.899414,	2168.886963,	1410.100586,	560.604980,	1416.323364,	2435.867920,	1707.424927,	2342.426514,	1975.252075,	1856.663696,	779.161255,	1425.691284,	1606.396851,	2459.825439,	2344.312500,	949.154663,	2295.831543,	2332.117920,	1872.774170,	1441.188232,	1852.401611,	2426.920898,	2411.660889,	1605.755493,	1568.718750,	2109.798340,	1425.691284,	1422.451172,	2468.829102,	1872.774170,	628.524963,	1566.719360,	2451.289551,	2474.539795,	0.000000,	1621.544800,	2022.704956,	1913.919312,	945.511536,	1744.439575,	1422.991577,	1725.854858,	153.636917,	1475.263672,	2424.655273,	2527.595215,	2261.843018,	1769.191040,	2437.126465,	1564.376953,	2351.700439,	2048.499023,	1410.100586,	2346.628906,	436.611237,	2464.466064,	1362.320435,	1730.509033,	2521.775146,	949.154663,	2360.428467,	1839.195312,	2437.533691,	1627.069336,	143.185669,	825.383240,	1715.146973,	835.006165,	2436.180176,	2163.209961,	1424.554199,	1424.554199,	560.604980,	1436.173950,	1758.598022,	1709.064697,	1420.997437,	]
